map type;agents;timesteps;id;algorithm;SoC LB;SoC;rerouted;ok;TO;total time;max. time;gain over RS
../instances/IntersectionType12;12;30;4.in;subID;122;183;3;success;3;118648;30709;0.994535519
../instances/IntersectionType12;15;30;0.in;subID;157;315;3;success;7;246215;30987;0.958730159
../instances/IntersectionType12;15;30;1.in;subID;152;270;1;success;6;205790;30513;1
../instances/IntersectionType12;15;30;2.in;subID;156;326;0;success;8;242202;30617;1
../instances/IntersectionType12;15;30;3.in;subID;153;334;0;success;11;333828;30970;1
../instances/IntersectionType12;15;30;4.in;subID;157;439;2;success;9;288273;30988;0.89977221
../instances/IntersectionType12;17;30;0.in;subID;179;488;2;success;9;278814;30955;1.038934426
../instances/IntersectionType12;17;30;1.in;subID;173;390;1;success;11;344207;31043;1.264102564
../instances/IntersectionType12;17;30;2.in;subID;176;403;1;success;11;357575;31015;1.166253102
../instances/IntersectionType12;17;30;3.in;subID;176;483;2;success;4;168680;30911;0.98136646
../instances/IntersectionType12;17;30;4.in;subID;176;389;4;success;9;316648;31036;1.115681234
../instances/IntersectionType12;20;30;0.in;subID;208;444;6;success;10;356789;31005;1.204954955
../instances/IntersectionType12;20;30;1.in;subID;205;620;1;success;8;249167;30872;0.974193548
../instances/IntersectionType12;20;30;2.in;subID;207;543;2;success;12;374806;31007;1.178637201
../instances/IntersectionType12;20;30;3.in;subID;208;613;5;success;12;401866;30948;1.123980424
../instances/IntersectionType12;20;30;4.in;subID;211;657;0;success;13;396429;30944;1
../instances/IntersectionType12;22;30;0.in;subID;229;789;0;success;14;447591;30932;1.032953105
../instances/IntersectionType12;22;30;1.in;subID;224;631;2;success;13;418061;30960;1.001584786
../instances/IntersectionType12;22;30;2.in;subID;226;563;0;success;13;395814;30884;1
../instances/IntersectionType12;22;30;3.in;subID;228;713;0;success;11;336290;30916;1
../instances/IntersectionType12;22;30;4.in;subID;237;893;1;success;15;478710;30933;1.006718925
../instances/IntersectionType12;25;30;0.in;subID;259;958;2;success;16;505297;30929;0.992693111
../instances/IntersectionType12;25;30;1.in;subID;257;1072;2;success;14;430356;31016;0.983208955
../instances/IntersectionType12;25;30;2.in;subID;258;1008;5;success;10;331309;30926;1.104166667
../instances/IntersectionType12;25;30;3.in;subID;263;941;0;success;15;457263;30998;1.002125399
../instances/IntersectionType12;25;30;4.in;subID;262;824;0;success;13;395597;30967;1
../instances/IntersectionType13;10;30;0.in;subID;100;137;0;success;3;126157;30838;0.95620438
../instances/IntersectionType13;10;30;1.in;subID;102;133;0;success;0;18456;11658;1.082706767
../instances/IntersectionType13;10;30;2.in;subID;101;129;1;success;0;12111;5520;1.031007752
../instances/IntersectionType13;10;30;3.in;subID;103;146;1;success;1;81724;30437;1.116438356
../instances/IntersectionType13;10;30;4.in;subID;99;136;2;success;3;142661;30546;1.051470588
../instances/IntersectionType13;12;30;0.in;subID;119;152;0;success;0;10618;3276;1.052631579
../instances/IntersectionType13;12;30;1.in;subID;121;171;1;success;3;95860;30802;0.964912281
../instances/IntersectionType13;12;30;2.in;subID;119;164;0;success;4;124962;31001;0.969512195
../instances/IntersectionType13;12;30;3.in;subID;122;160;0;success;2;69257;30758;1.15
../instances/IntersectionType13;12;30;4.in;subID;122;151;1;success;0;12830;4778;1
../instances/IntersectionType13;15;30;0.in;subID;149;209;1;success;5;154516;30750;1.023923445
../instances/IntersectionType13;15;30;1.in;subID;150;213;1;success;3;103909;30623;1.018779343
../instances/IntersectionType13;15;30;2.in;subID;152;215;2;success;3;124248;30496;0.981395349
../instances/IntersectionType13;15;30;3.in;subID;149;242;0;success;10;302770;30669;1
../instances/IntersectionType13;15;30;4.in;subID;151;190;0;success;0;13619;4309;1.168421053
../instances/IntersectionType13;17;30;0.in;subID;173;264;1;success;5;161998;30690;0.996212121
../instances/IntersectionType13;17;30;1.in;subID;173;260;1;success;3;126357;30750;0.988461538
../instances/IntersectionType13;17;30;2.in;subID;172;237;0;success;3;102783;30473;1.021097046
../instances/IntersectionType13;17;30;3.in;subID;173;264;2;success;6;216642;30977;1.056818182
../instances/IntersectionType13;17;30;4.in;subID;172;239;1;success;4;136418;30852;1.033472803
../instances/IntersectionType13;20;30;0.in;subID;204;281;2;success;5;188301;30703;1.06405694
../instances/IntersectionType13;20;30;1.in;subID;206;271;0;success;4;143243;30856;1.029520295
../instances/IntersectionType13;20;30;2.in;subID;202;336;0;success;11;334558;30614;1
../instances/IntersectionType13;20;30;3.in;subID;200;299;0;success;10;324601;30855;1.010033445
../instances/IntersectionType13;20;30;4.in;subID;207;285;3;success;7;295858;30874;1.161403509
../instances/IntersectionType13;22;30;0.in;subID;224;336;2;success;8;278986;31004;1.05952381
../instances/IntersectionType13;22;30;1.in;subID;228;321;3;success;7;250020;30991;1.07788162
../instances/IntersectionType13;22;30;2.in;subID;222;394;0;success;12;362691;30838;1
../instances/IntersectionType13;22;30;3.in;subID;220;318;5;success;7;249979;30951;1.056603774
../instances/IntersectionType13;22;30;4.in;subID;223;371;0;success;12;370376;30925;1
../instances/IntersectionType13;25;30;0.in;subID;255;492;1;success;13;395616;31030;1.046747967
../instances/IntersectionType13;25;30;1.in;subID;251;426;1;success;12;382871;30815;1
../instances/IntersectionType13;25;30;2.in;subID;253;334;1;success;5;163809;30543;1.050898204
../instances/IntersectionType13;25;30;3.in;subID;260;435;4;success;8;279670;30982;1.050574713
../instances/IntersectionType13;25;30;4.in;subID;243;374;0;success;6;208109;30740;1
